"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"4993","contract","contract","5.46","1.1104"
"4994","developers","developers","5.46","1.7168"
"4995","diameter","diameter","5.46","1.1671"
"4996","directed","directed","5.46","1.073"
"4997","distributed","distributed","5.46","1.1104"
"4998","domestic","domestic","5.46","1.6563"
"4999","dozen","dozen","5.46","1.1104"
"5000","enough","enough","5.46","1.4028"
"5001","equation","equation","5.46","1.5012"
"5002","expectations","expectations","5.46","1.5414"
"5003","explain","explain","5.46","1.3433"
"5004","followed","followed","5.46","1.2157"
"5005","fox","fox","5.46","1.7168"
"5006","further","further","5.46","1.1104"
"5007","gears","gears","5.46","0.8855"
"5008","guts","guts","5.46","1.9295"
"5009","helen","helen","5.46","1.0144"
"5010","index","index","5.46","1.2324"
"5011","instructions","instructions","5.46","1.4458"
"5012","jeffrey","jeffrey","5.46","1.0539"
"5013","jerry","jerry","5.46","1.9919"
"5014","lafayette","lafayette","5.46","1.5806"
"5015","laid","laid","5.46","1.2324"
"5016","let's","let's","5.46","1.0144"
"5017","linked","linked","5.46","1.4028"
"5018","list","list","5.46","0.8621"
"5019","local","local","5.46","1.3584"
"5020","loop","loop","5.46","1.3126"
"5021","manufacturers","manufacturers","5.46","1.1466"
"5022","math","math","5.46","1.9505"
"5023","matthew","matthew","5.46","1.0343"
"5024","meeting","meeting","5.46","1.3433"
"5025","megan","megan","5.46","1.2651"
"5026","mornin","mornin","5.46","1.6807"
"5027","needed","needed","5.46","1.4875"
"5028","object","object","5.46","1.0343"
"5029","organ","organ","5.46","1.6563"
"5030","particularly","particularly","5.46","1.2651"
"5031","philly","philly","5.46","1.5546"
"5032","process","process","5.46","1.1104"
"5033","projects","projects","5.46","1.5935"
"5034","pulls","pulls","5.46","1.1466"
"5035","quote","quote","5.46","0.9082"
"5036","rebecca","rebecca","5.46","1.3433"
"5037","reform","reform","5.46","1.3433"
"5038","religious","religious","5.46","2.0123"
"5039","richmond","richmond","5.46","1.0919"
"5040","sandra","sandra","5.46","0.9304"
"5041","segment","segment","5.46","1.4875"
"5042","sent","sent","5.46","0.9082"
"5043","series","series","5.46","0.9304"
"5044","serve","serve","5.46","1.3126"
"5045","sharon","sharon","5.46","0.9733"
"5046","shipping","shipping","5.46","1.3126"
"5047","shoulder","shoulder","5.46","1.2157"
"5048","stacks","stacks","5.46","1.328"
"5049","statements","statements","5.46","0.9733"
"5050","surrounding","surrounding","5.46","1.2324"
"5051","therapy","therapy","5.46","1.5281"
"5052","thy","thy","5.46","1.1643"
"5053","twitter","twitter","5.46","1.9082"
"5054","uno","uno","5.46","0.9521"
"5055","vincent","vincent","5.46","0.9304"
"5056","watched","watched","5.46","1.2651"
"5057","wide","wide","5.46","1.328"
"5058","william","william","5.46","1.0539"
"5059","dome","dome","5.46","1.3202"
"5060","filter","filter","5.46","1.2709"
"5061","notions","notions","5.46","1.1291"
"5062","unfold","unfold","5.46","1.3202"
"5063","administered","administered","5.45","1.5554"
"5064","furthermore","furthermore","5.45","1.4652"
"5065","situations","situations","5.45","1.1376"
"5066","sociology","sociology","5.45","1.4586"
"5067","subsequent","subsequent","5.45","1.2258"
"5068","sway","sway","5.45","1.2087"
"5069","wrists","wrists","5.45","1.3395"
"5070","drawers","drawers","5.45","1.3156"
"5071","undoubtedly","undoubtedly","5.45","1.4567"
"5072","2nite","2nite","5.44","1.7861"
"5073","amp","amp","5.44","1.248"
"5074","anita","anita","5.44","1.2961"
"5075","area","area","5.44","0.8843"
"5076","arthur","arthur","5.44","1.091"
"5077","assigned","assigned","5.44","1.2316"
"5078","aug","aug","5.44","1.3726"
"5079","axis","axis","5.44","1.402"
"5080","battery","battery","5.44","1.198"
"5081","beside","beside","5.44","0.993"
"5082","bob","bob","5.44","1.1634"
"5083","brown","brown","5.44","1.2803"
"5084","calculation","calculation","5.44","1.198"
"5085","carolina","carolina","5.44","1.514"
"5086","carried","carried","5.44","1.1095"
"5087","centres","centres","5.44","1.2316"
"5088","chair","chair","5.44","1.248"
"5089","charter","charter","5.44","0.9293"
"5090","columbia","columbia","5.44","1.473"
"5091","company","company","5.44","1.58"
"5092","consist","consist","5.44","1.2803"
"5093","cope","cope","5.44","1.6056"
"5094","counter","counter","5.44","1.1808"
"5095","curtains","curtains","5.44","1.3726"
"5096","deck","deck","5.44","1.3874"
"5097","den","den","5.44","1.3426"
"5098","doors","doors","5.44","1.0721"
"5099","earl","earl","5.44","1.091"
"5100","editors","editors","5.44","1.1808"
"5101","evelyn","evelyn","5.44","1.0333"
"5102","fisher","fisher","5.44","1.2643"
"5103","flow","flow","5.44","1.5928"
"5104","georgia","georgia","5.44","1.2803"
"5105","i'd","i'd","5.44","0.8122"
"5106","imports","imports","5.44","1.4868"
"5107","jay","jay","5.44","1.1278"
"5108","joel","joel","5.44","1.0134"
"5109","jordan","jordan","5.44","1.7515"
"5110","kong","kong","5.44","1.1808"
"5111","lab","lab","5.44","1.5407"
"5112","lateral","lateral","5.44","1.2643"
"5113","mass","mass","5.44","1.1095"
"5114","meant","meant","5.44","0.993"
"5115","metal","metal","5.44","1.2803"
"5116","mister","mister","5.44","1.4309"
"5117","montana","montana","5.44","1.2803"
"5118","moore","moore","5.44","1.5928"
"5119","noche","noche","5.44","1.1808"
"5120","nov","nov","5.44","1.248"
"5121","operating","operating","5.44","1.4165"
"5122","overall","overall","5.44","1.2149"
"5123","passes","passes","5.44","1.4868"
"5124","passing","passing","5.44","1.7398"
"5125","paul","paul","5.44","1.2149"
"5126","phrase","phrase","5.44","0.8369"
"5127","possess","possess","5.44","1.5928"
"5128","quantitative","quantitative","5.44","1.402"
"5129","recently","recently","5.44","1.1095"
"5130","refers","refers","5.44","1.1634"
"5131","represent","represent","5.44","1.0529"
"5132","saw","saw","5.44","0.8122"
"5133","search","search","5.44","1.1808"
"5134","sept","sept","5.44","1.0333"
"5135","seventy","seventy","5.44","1.567"
"5136","signal","signal","5.44","0.9723"
"5137","solomon","solomon","5.44","1.2961"
"5138","stations","stations","5.44","0.9071"
"5139","storage","storage","5.44","1.0721"
"5140","street","street","5.44","0.8369"
"5141","subject","subject","5.44","1.0333"
"5142","submit","submit","5.44","1.5005"
"5143","surround","surround","5.44","1.402"
"5144","ten","ten","5.44","1.198"
"5145","tenants","tenants","5.44","1.1634"
"5146","thurs","thurs","5.44","1.3577"
"5147","tone","tone","5.44","0.8609"
"5148","tongue","tongue","5.44","1.091"
"5149","trunk","trunk","5.44","0.9723"
"5150","tweeted","tweeted","5.44","1.6922"
"5151","versions","versions","5.44","1.0333"
"5152","wagner","wagner","5.44","0.9723"
"5153","wax","wax","5.44","1.198"
"5154","wilson","wilson","5.44","0.7866"
"5155","worked","worked","5.44","1.58"
"5156","yen","yen","5.44","1.4309"
"5157","zion","zion","5.44","1.5274"
"5158","measurements","measurements","5.44","1.5966"
"5159","reactions","reactions","5.44","0.9655"
"5160","adjacent","adjacent","5.43","1.1365"
"5161","bailar","bailar","5.43","1.0408"
"5162","kara","kara","5.43","1.3385"
"5163","modes","modes","5.43","1.2076"
"5164","proposition","proposition","5.43","1.4577"
"5165","remainder","remainder","5.43","1.2416"
"5166","steam","steam","5.43","1.4434"
"5167","10am","10am","5.42","1.1622"
"5168","again","again","5.42","1.2631"
"5169","also","also","5.42","1.0319"
"5170","ashley","ashley","5.42","1.2469"
"5171","aye","aye","5.42","1.6424"
"5172","background","background","5.42","1.2137"
"5173","bailey","bailey","5.42","1.1622"
"5174","barrel","barrel","5.42","1.295"
"5175","bedford","bedford","5.42","1.2304"
"5176","booth","booth","5.42","1.1082"
"5177","bowl","bowl","5.42","1.2631"
"5178","businessman","businessman","5.42","1.3864"
"5179","calls","calls","5.42","1.0319"
"5180","came","came","5.42","1.4155"
"5181","carolyn","carolyn","5.42","1.4721"
"5182","category","category","5.42","1.4995"
"5183","centre","centre","5.42","0.8352"
"5184","chip","chip","5.42","1.0515"
"5185","com","com","5.42","1.0708"
"5186","comprehensive","comprehensive","5.42","1.3864"
"5187","compromise","compromise","5.42","1.8193"
"5188","conductor","conductor","5.42","1.3566"
"5189","course","course","5.42","1.3716"
"5190","crow","crow","5.42","1.6793"
"5191","dennis","dennis","5.42","0.9495"
"5192","derived","derived","5.42","1.2137"
"5193","duration","duration","5.42","1.2469"
"5194","enzyme","enzyme","5.42","1.2631"
"5195","ever","ever","5.42","1.012"
"5196","financial","financial","5.42","1.7853"
"5197","floors","floors","5.42","0.8352"
"5198","frances","frances","5.42","1.1796"
"5199","gene","gene","5.42","0.9708"
"5200","going","going","5.42","1.1622"
"5201","gotten","gotten","5.42","1.3864"
"5202","he","he","5.42","0.9055"
"5203","himself","himself","5.42","0.9708"
"5204","hockey","hockey","5.42","1.6793"
"5205","hopkins","hopkins","5.42","0.8352"
"5206","initial","initial","5.42","1.0515"
"5207","inner","inner","5.42","1.0319"
"5208","instance","instance","5.42","1.1082"
"5209","jeanne","jeanne","5.42","1.0319"
"5210","jeremy","jeremy","5.42","1.1445"
"5211","jr","jr","5.42","1.3415"
"5212","julia","julia","5.42","1.1082"
"5213","julie","julie","5.42","1.1796"
"5214","listenin","listenin","5.42","1.5398"
"5215","livingston","livingston","5.42","0.9278"
"5216","memphis","memphis","5.42","1.5661"
"5217","mentioned","mentioned","5.42","1.1082"
"5218","mercury","mercury","5.42","1.5398"
"5219","mini","mini","5.42","1.0708"
"5220","monthly","monthly","5.42","0.9055"
"5221","nine","nine","5.42","1.1265"
"5222","note","note","5.42","0.9916"
"5223","nowadays","nowadays","5.42","1.4581"
"5224","om","om","5.42","1.6174"
"5225","oprah","oprah","5.42","2.0513"
"5226","pasa","pasa","5.42","1.1622"
"5227","penn","penn","5.42","1.295"
"5228","peter","peter","5.42","1.0515"
"5229","point","point","5.42","0.9055"
"5230","polls","polls","5.42","1.2792"
"5231","presentation","presentation","5.42","1.5791"
"5232","primarily","primarily","5.42","0.9495"
"5233","ranks","ranks","5.42","1.6793"
"5234","references","references","5.42","1.4721"
"5235","resulting","resulting","5.42","1.2137"
"5236","riley","riley","5.42","1.1445"
"5237","rolled","rolled","5.42","1.3566"
"5238","roof","roof","5.42","1.012"
"5239","sam","sam","5.42","1.295"
"5240","sean","sean","5.42","0.9278"
"5241","secretary","secretary","5.42","1.3107"
"5242","select","select","5.42","1.2469"
"5243","signals","signals","5.42","1.1445"
"5244","snl","snl","5.42","1.295"
"5245","spencer","spencer","5.42","1.4721"
"5246","state's","state's","5.42","0.9916"
"5247","subjects","subjects","5.42","1.012"
"5248","tables","tables","5.42","0.8352"
"5249","tell","tell","5.42","1.0319"
"5250","terry","terry","5.42","1.1622"
"5251","theory","theory","5.42","1.4859"
"5252","tom","tom","5.42","1.3415"
"5253","topic","topic","5.42","0.8827"
"5254","toss","toss","5.42","1.3716"
"5255","treasury's","treasury's","5.42","1.5398"
"5256","tweets","tweets","5.42","1.9701"
"5257","yorkers","yorkers","5.42","1.3716"
"5258","you'll","you'll","5.42","1.3107"
"5259","calculated","calculated","5.42","1.3966"
"5260","configuration","configuration","5.42","1.4117"
"5261","inhabitants","inhabitants","5.42","1.4415"
"5262","statute","statute","5.42","1.661"
"5263","interlude","interlude","5.41","1.4143"
"5264","clerk","clerk","5.41","1.3527"
"5265","constitutes","constitutes","5.41","1.3681"
"5266","cylinder","cylinder","5.41","1.2062"
"5267","knocks","knocks","5.41","1.5932"
"5268","ratio","ratio","5.41","1.4277"
"5269","tissue","tissue","5.41","1.4849"
"5270","variables","variables","5.41","1.2403"
"5271","vector","vector","5.41","1.0977"
"5272","vols","vols","5.41","1.4566"
"5273","whassup","whassup","5.41","1.7902"
"5274","width","width","5.41","0.9336"
"5275","absolute","absolute","5.4","1.6162"
"5276","ah","ah","5.4","1.2122"
"5277","alison","alison","5.4","1.1066"
"5278","anne","anne","5.4","1.1429"
"5279","arabia","arabia","5.4","1.6413"
"5280","arkansas","arkansas","5.4","1.2289"
"5281","boldface","boldface","5.4","1.088"
"5282","cast","cast","5.4","1.3702"
"5283","chamber","chamber","5.4","1.3702"
"5284","china","china","5.4","1.7023"
"5285","claimed","claimed","5.4","1.178"
"5286","conquest","conquest","5.4","2.1093"
"5287","consecutive","consecutive","5.4","1.1606"
"5288","daily","daily","5.4","1.0302"
"5289","dana","dana","5.4","1.0498"
"5290","definitions","definitions","5.4","1.1952"
"5291","distribution","distribution","5.4","0.9689"
"5292","dna","dna","5.4","1.3553"
"5293","document","document","5.4","1.2289"
"5294","each","each","5.4","0.9897"
"5295","earlier","earlier","5.4","1.2289"
"5296","embassy","embassy","5.4","1.3401"
"5297","esp","esp","5.4","1.1429"
"5298","estimate","estimate","5.4","0.9897"
"5299","fam","fam","5.4","1.6162"
"5300","figured","figured","5.4","1.178"
"5301","fuel","fuel","5.4","1.178"
"5302","gulf","gulf","5.4","1.7143"
"5303","headquarters","headquarters","5.4","1.0102"
"5304","healthcare","healthcare","5.4","2.0603"
"5305","hee","hee","5.4","1.4983"
"5306","holds","holds","5.4","1.069"
"5307","inside","inside","5.4","0.7284"
"5308","intent","intent","5.4","1.4569"
"5309","jan","jan","5.4","1.1429"
"5310","johnson","johnson","5.4","1.3702"
"5311","joseph","joseph","5.4","1.6162"
"5312","lah","lah","5.4","1.2289"
"5313","lawrence","lawrence","5.4","1.3401"
"5314","lick","lick","5.4","1.5649"
"5315","lou","lou","5.4","1.3093"
"5316","lung","lung","5.4","1.3093"
"5317","main","main","5.4","1.2122"
"5318","malcolm","malcolm","5.4","1.0102"
"5319","margaret","margaret","5.4","1.2289"
"5320","matter","matter","5.4","1.0102"
"5321","mexican","mexican","5.4","1.5253"
"5322","ministers","ministers","5.4","1.7728"
"5323","mixtape","mixtape","5.4","1.0498"
"5324","nancy","nancy","5.4","1.3248"
"5325","oakland","oakland","5.4","1.3851"
"5326","obedience","obedience","5.4","1.6162"
"5327","one","one","5.4","1.5908"
"5328","paula","paula","5.4","1.3401"
"5329","picks","picks","5.4","1.3553"
"5330","processes","processes","5.4","1.4846"
"5331","putting","putting","5.4","1.088"
"5332","ranging","ranging","5.4","0.8806"
"5333","reminds","reminds","5.4","1.1952"
"5334","reorganization","reorganization","5.4","1.4846"
"5335","represents","represents","5.4","0.8806"
"5336","rien","rien","5.4","1.1606"
"5337","riverdale","riverdale","5.4","1.3997"
"5338","sarah","sarah","5.4","1.6288"
"5339","seen","seen","5.4","1.1952"
"5340","statistical","statistical","5.4","1.2617"
"5341","stayed","stayed","5.4","1.2454"
"5342","stomach","stomach","5.4","1.069"
"5343","string","string","5.4","1.088"
"5344","sushi","sushi","5.4","2.2497"
"5345","tap","tap","5.4","1.2289"
"5346","testament","testament","5.4","1.5386"
"5347","thee","thee","5.4","1.069"
"5348","they'll","they'll","5.4","1.2778"
"5349","transfer","transfer","5.4","1.5119"
"5350","two","two","5.4","0.9689"
"5351","xxx","xxx","5.4","1.8516"
"5352","origins","origins","5.4","1.5122"
"5353","actin","actin","5.39","1.3665"
"5354","cielo","cielo","5.39","1.525"
"5355","defence","defence","5.39","1.525"
"5356","dub","dub","5.39","1.2553"
"5357","empirical","empirical","5.39","1.4835"
"5358","explicitly","explicitly","5.39","1.4835"
"5359","jive","jive","5.39","1.9453"
"5360","reprinted","reprinted","5.39","1.1331"
"5361","spins","spins","5.39","1.4694"
"5362","#letsbehonest","#letsbehonest","5.38","1.4968"
"5363","ahh","ahh","5.38","1.427"
"5364","am","am","5.38","1.0859"
"5365","announcement","announcement","5.38","1.427"
"5366","arms","arms","5.38","0.9875"
"5367","baltimore","baltimore","5.38","1.1933"
"5368","basis","basis","5.38","1.0079"
"5369","butler","butler","5.38","1.6022"
"5370","camino","camino","5.38","1.4412"
"5371","carved","carved","5.38","1.3076"
"5372","clark","clark","5.38","1.1761"
"5373","coefficient","coefficient","5.38","1.5635"
"5374","comp","comp","5.38","0.9452"
"5375","control","control","5.38","1.4831"
"5376","copy","copy","5.38","1.0669"
"5377","core","core","5.38","1.0859"
"5378","curriculum","curriculum","5.38","1.4831"
"5379","dec","dec","5.38","1.3536"
"5380","deemed","deemed","5.38","1.4412"
"5381","detective","detective","5.38","1.5372"
"5382","different","different","5.38","1.2436"
"5383","doctrine","doctrine","5.38","1.701"
"5384","door","door","5.38","1.2103"
"5385","files","files","5.38","1.427"
"5386","following","following","5.38","1.6399"
"5387","grams","grams","5.38","0.9452"
"5388","hp","hp","5.38","1.427"
"5389","hudson","hudson","5.38","1.2436"
"5390","i'll","i'll","5.38","1.2919"
"5391","industry","industry","5.38","1.3076"
"5392","items","items","5.38","1.5372"
"5393","jamie","jamie","5.38","0.9666"
"5394","jesse","jesse","5.38","1.4412"
"5395","latin","latin","5.38","1.3834"
"5396","let","let","5.38","1.0079"
"5397","lite","lite","5.38","1.427"
"5398","lookin","lookin","5.38","1.3686"
"5399","machine","machine","5.38","1.2599"
"5400","manner","manner","5.38","1.3536"
"5401","mit","mit","5.38","1.2599"
"5402","nelson","nelson","5.38","1.276"
"5403","nitrogen","nitrogen","5.38","1.4412"
"5404","nucleus","nucleus","5.38","1.4553"
