,all tokens,in hedo,scores,not in hedo,category,weights,happy category,all_ind,Big4,normed mean happiness,gender category
RealMenWearPink,"['Real', 'Men', 'Wear', 'Pink']",['real'],[6.78],"['men', 'wear', 'pink']",TopicalTropes,[1],happy,"['AcceptableFeminineGoalsAndTraits', 'Analysis', 'BadassFamily', 'TheBully', 'BunnyEarsLawyer', 'ColourCodedForYourConvenience', 'CoolOldGuy', 'DistaffCounterpart', 'FemininityTropes', 'GenderBlendingTropes', 'GlamRock', 'HiddenBadass', 'HiddenDepths', 'HobbyAndPastimeTropes', 'IKnewIt', 'ImpossiblyCoolWeapon', 'InTouchWithHisFeminineSide', 'JerkWithAHeartOfGold', 'LegacyCharacter', 'ListOfBadassTropes', 'ManlyTears', 'MasculineGirlFeminineBoy', 'MasculinityTropes', 'MemeticPersonalityChange', 'MenAreTough', 'MistakenForGay', 'MoreThanMeetsTheEye', 'OverdosedTropes', 'PinkMeansFeminine', 'PinkTropes', 'SissyVillain', 'SoapOpera', 'TrainingFromHell', 'WikiSandbox']",['TopicalTropes'],6.78,male
AngryBlackMan,"['Angry', 'Black', 'Man']",['angry'],[2.32],"['black', 'man']",,[-3],not happy,"['AlwaysMale', 'AngerTropes', 'BlackIndex', 'Blaxploitation', 'CharactersAsDevice', 'CynicismTropes', 'DeliberateValuesDissonance', 'DistaffCounterpart', 'EvilRaceTropes', 'FakeShemp', 'HipHop', 'HunterOfMonsters', 'NationalStereotypes', 'NoIndoorVoice', 'TheOnlyRighteousIndexOfFanatics', 'PrejudiceTropes', 'RaceFetish', 'RaceTropes', 'StockCharacters']","['NarrativeTropes', 'TopicalTropes']",2.32,male
ViolentlyProtectiveGirlfriend,"['Violently', 'Protective', 'Girlfriend']",['girlfriend'],[7.04],"['violently', 'protective']",,[2],happy,"['ActionGirl', 'AdverblyAdjectiveNoun', 'AgeInappropriateArt', 'AlwaysFemale', 'AmazonChaser', 'AngerTropes', 'AxCrazy', 'TheBigGuy', 'TheBully', 'CharactersAsDevice', 'ClingyJealousGirl', 'DeconstructedCharacterArchetype', 'DistaffCounterpart', 'DistressedDude', 'DualWielding', 'EstablishingCharacterMoment', 'GiveGeeksAChance', 'HiddenBadass', 'HumansAreSpecial', 'ListOfBadassTropes', 'LoveTropes', 'MamaBear', 'MasculineGirlFeminineBoy', 'MoralityPet', 'MyGodWhatHaveIDone', 'ProtectiveTropes', 'RescuedFromTheScrappyHeap', 'Revenge', 'RonTheDeathEater', 'ThreateningTropes', 'Tomboy', 'Tsundere', 'ViolenceTropes', 'WikiSandbox', 'WomanlinessAsPathos', 'YamatoNadeshiko', 'Yandere', 'YouWouldntLikeMeWhenImAngry']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",7.04,female
TomboyPrincess,"['Tomboy', 'Princess']",['princess'],[7.08],['tomboy'],,[2],happy,"['AlwaysFemale', 'TheBigGuy', 'CharactersAsDevice', 'FantasyWebcomics', 'LongHairIsFeminine', 'MasculineGirlFeminineBoy', 'MemeticPersonalityChange', 'PrincessTropes', 'StarCrossedLovers', 'StayInTheKitchen', 'Tomboy', 'TomboyAndGirlyGirl', 'VideogameCharacters', 'WomenAreDelicate']","['NarrativeTropes', 'TopicalTropes']",7.08,female
ExtraordinarilyEmpoweredGirl,"['Extraordinarily', 'Empowered', 'Girl']",['girl'],[7.0],"['extraordinarily', 'empowered']",NarrativeTropes,[2],happy,"['ActionGirl', 'AdverblyAdjectiveNoun', 'AlwaysFemale', 'HeroTropes', 'Heroes', 'MagicalGirlTropes', 'XanatosGambit']",['NarrativeTropes'],7.0,female
TheGoodKing,"['The', 'Good', 'King']",['good'],[7.2],"['the', 'king']",,[2],happy,"['AdaptationalHeroism', 'AlwaysMale', 'ArchetypalCharacter', 'AuthorityTropes', 'BigGood', 'BloodKnight', 'CharacterExaggeration', 'DecoyProtagonist', 'DeliberateValuesDissonance', 'DistaffCounterpart', 'DistressedDude', 'EvilPlan', 'TheEvilPrince', 'FairyTaleTropes', 'FamilyUnfriendlyAesop', 'HardTruthAesop', 'HaveAGayOldTime', 'HeartIsAnAwesomePower', 'HeroTropes', 'Heroes', 'IdealismTropes', 'IndexWithAHeartOfGold', 'MeaningfulTitles', 'MoralityChain', 'OlderThanDirt', 'PlanetOfHats', 'ThePowerOfLove', 'ProtagonistCenteredMorality', 'RoyalsWhoActuallyDoSomething', 'RoyaltyAndNobilityTropes', 'SpellMyNameWithAThe', 'StarCrossedLovers', 'Unperson', 'WeUsedToBeFriends']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",7.2,male
MaleBandFemaleSinger,"['Male', 'Band', 'Female', 'Singer']","['female', 'singer']","[6.88, 6.82]","['male', 'band']",,"[2, 1]",happy,"['AlwaysFemale', 'Britpop', 'DuelingWorks', 'Ensembles', 'FiveManBand', 'GenderAndSexualityTropes', 'MusicTropes', 'MusicVideoTropes', 'TheSmurfettePrinciple']","['MediaTropes', 'NarrativeTropes', 'TopicalTropes']",6.85,
MakeWayForThePrincess,"['Make', 'Way', 'For', 'The', 'Princess']",['princess'],[7.08],"['make', 'way', 'for', 'the']",TopicalTropes,[2],happy,"['CrowdTropes', 'PrincessTropes', 'SchoolTropes', 'ThisIndexIsABitch', 'WomanlinessAsPathos', 'WomenAreDelicate']",['TopicalTropes'],7.08,female
NobleMaleRoguishMale,"['Noble', 'Male', 'Roguish', 'Male']",['noble'],[7.0],"['male', 'roguish', 'male']",,[2],happy,"['AlwaysMale', 'AnIndexOfLadiesAndGentlemen', 'DistaffCounterpart', 'DuoTropes', 'Ensembles', 'Foil', 'MasculineGirlFeminineBoy', 'MasculinityTropes', 'MenAreTough', 'NiceGuy']","['NarrativeTropes', 'TopicalTropes']",7.0,male
RealMenGetShot,"['Real', 'Men', 'Get', 'Shot']","['real', 'shot']","[6.78, 2.5]","['men', 'get']",TopicalTropes,"[1, -3]",not happy,"['InjuryTropes', 'MasculinityTropes', 'MenAreTough']",['TopicalTropes'],4.64,male
SweaterGirl,"['Sweater', 'Girl']",['girl'],[7.0],['sweater'],,[2],happy,"['AlwaysFemale', 'BettyAndVeronica', 'DeaderThanDisco', 'TheEighties', 'FanserviceCharacters', 'FanserviceCostumes', 'TheFifties', 'MeaningfulAppearance', 'TheSeventies', 'SignificantWardrobeShift']",[],7.0,female
OneManSong,"['One', 'Man', 'Song']",['song'],[7.58],"['one', 'man']",,[2],happy,"['AlwaysMale', 'DistaffCounterpart', 'MusicTropes', 'ScoreAndMusicTropes']","['MediaTropes', 'NarrativeTropes']",7.58,male
TheAllAmericanBoy,"['The', 'All', 'American', 'Boy']",['american'],[6.74],"['the', 'all', 'boy']",,[1],happy,"['AlwaysMale', 'CharactersAsDevice', 'DistaffCounterpart', 'Eagleland', 'TheFifties', 'HeroTropes', 'Heroes', 'IdealismTropes', 'IndexedStatesOfAmerica', 'NationalStereotypes', 'NormalPeople', 'SpellMyNameWithAThe', 'Telepathy', 'WidgetSeries']","['NarrativeTropes', 'TopicalTropes']",6.74,male
TheHighQueen,"['The', 'High', 'Queen']",['high'],[6.64],"['the', 'queen']",,[1],happy,"['ADayInTheLimelight', 'AlwaysFemale', 'ArchetypalCharacter', 'AuthorityTropes', 'BalefulPolymorph', 'BigGood', 'CainAndAbel', 'CharactersAsDevice', 'DelicateIsBeautiful', 'DistaffCounterpart', 'TheEvilPrince', 'FantasyWebcomics', 'HeroTropes', 'Heroes', 'HumanoidAbomination', 'ImportantHaircut', 'LadyOfWar', 'PoliticsTropes', 'ReasonableAuthorityFigure', 'RoyaltyAndNobilityTropes', 'SeriesContinuityError', 'SparedByTheAdaptation', 'SpellMyNameWithAThe', 'SpiritualAntithesis', 'StarCrossedLovers', 'StockGods', 'SuperiorSuccessor', 'TangledFamilyTree', 'VideogameCharacters', 'YouAreBetterThanYouThinkYouAre']","['NarrativeTropes', 'TopicalTropes']",6.64,female
SavvyGuyEnergeticGirl,"['Savvy', 'Guy', 'Energetic', 'Girl']",['girl'],[7.0],"['savvy', 'guy', 'energetic']",,[2],happy,"['DeconstructedTrope', 'DuoTropes', 'Ensembles', 'ExtraversionTropes', 'Foil', 'GiveGeeksAChance', 'IndexOfRomanticCouples', 'TheLancer', 'LikeAnOldMarriedCouple', 'LoveHurts', 'LoveTropes', 'MenAreTough', 'OnlySaneMan', 'ShipMates']","['GenreTropes', 'NarrativeTropes', 'TopicalTropes']",7.0,female
RebelliousPrincess,"['Rebellious', 'Princess']",['princess'],[7.08],['rebellious'],,[2],happy,"['ADayInTheLimelight', 'AbandonShipping', 'AlwaysFemale', 'AuthorityEqualsAsskicking', 'BMovie', 'BattleCouple', 'BodyguardCrush', 'BrokenPedestal', 'BuryYourGays', 'ButThouMust', 'CharactersAsDevice', 'ColourCodedForYourConvenience', 'DeconstructedCharacterArchetype', 'DeconstructorFleet', 'Disneyfication', 'DistaffCounterpart', 'EntertaininglyWrong', 'FantasyCounterpartCulture', 'FantasyWebcomics', 'FiveManBand', 'GenderDynamicsIndex', 'HasAType', 'IKnowYoureInThereSomewhereFight', 'LadyOfWar', 'LaserGuidedKarma', 'LetsYouAndHimFight', 'LikeAnOldMarriedCouple', 'LotusEaterMachine', 'LoveInterests', 'LovePotion', 'Moe', 'MonoNoAware', 'MotorMouth', 'OldMaid', 'OohMeAccentsSlipping', 'PrincessTropes', 'RebelTropes', 'ReformedButNotTamed', 'RoyalsWhoActuallyDoSomething', 'SecretIdentity', 'StarCrossedLovers', 'ThisIndexIsNotLikeHisFamily', 'VideogameCharacters', 'WomanlinessAsPathos', 'WomenAreDelicate', 'YourPrincessIsInAnotherCastle']","['NarrativeTropes', 'TopicalTropes']",7.08,female
